# mu=0.3
# lamb=0
# N=10
# m=0
# dim=252
# T=10
# dt=0.1
# n=1

#<S_z*S_z+n>
-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	
-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	
-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	
-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	
-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	
-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	
-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	
-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	
-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	
-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	
-0.0967975	-0.0967975	-0.0967975	-0.0967975	-0.0967975	-0.0967975	-0.0967975	-0.0967975	-0.0967975	-0.0967975	
-0.081786	-0.081786	-0.081786	-0.081786	-0.081786	-0.081786	-0.081786	-0.081786	-0.081786	-0.081786	
-0.0695071	-0.0695071	-0.0695071	-0.0695071	-0.0695071	-0.0695071	-0.0695071	-0.0695071	-0.0695071	-0.0695071	
-0.0600315	-0.0600315	-0.0600315	-0.0600315	-0.0600315	-0.0600315	-0.0600315	-0.0600315	-0.0600315	-0.0600315	
-0.053222	-0.053222	-0.053222	-0.053222	-0.053222	-0.053222	-0.053222	-0.053222	-0.053222	-0.053222	
-0.0487711	-0.0487711	-0.0487711	-0.0487711	-0.0487711	-0.0487711	-0.0487711	-0.0487711	-0.0487711	-0.0487711	
-0.0462492	-0.0462492	-0.0462492	-0.0462492	-0.0462492	-0.0462492	-0.0462492	-0.0462492	-0.0462492	-0.0462492	
-0.0451594	-0.0451594	-0.0451594	-0.0451594	-0.0451594	-0.0451594	-0.0451594	-0.0451594	-0.0451594	-0.0451594	
-0.0449913	-0.0449913	-0.0449913	-0.0449913	-0.0449913	-0.0449913	-0.0449913	-0.0449913	-0.0449913	-0.0449913	
-0.0452698	-0.0452698	-0.0452698	-0.0452698	-0.0452698	-0.0452698	-0.0452698	-0.0452698	-0.0452698	-0.0452698	
-0.0455934	-0.0455934	-0.0455934	-0.0455934	-0.0455934	-0.0455934	-0.0455934	-0.0455934	-0.0455934	-0.0455934	
-0.0456605	-0.0456605	-0.0456605	-0.0456605	-0.0456605	-0.0456605	-0.0456605	-0.0456605	-0.0456605	-0.0456605	
-0.0452805	-0.0452805	-0.0452805	-0.0452805	-0.0452805	-0.0452805	-0.0452805	-0.0452805	-0.0452805	-0.0452805	
-0.0443732	-0.0443732	-0.0443732	-0.0443732	-0.0443732	-0.0443732	-0.0443732	-0.0443732	-0.0443732	-0.0443732	
-0.042955	-0.042955	-0.042955	-0.042955	-0.042955	-0.042955	-0.042955	-0.042955	-0.042955	-0.042955	
-0.0411178	-0.0411178	-0.0411178	-0.0411178	-0.0411178	-0.0411178	-0.0411178	-0.0411178	-0.0411178	-0.0411178	
-0.039003	-0.039003	-0.039003	-0.039003	-0.039003	-0.039003	-0.039003	-0.039003	-0.039003	-0.039003	
-0.036775	-0.036775	-0.036775	-0.036775	-0.036775	-0.036775	-0.036775	-0.036775	-0.036775	-0.036775	
-0.0345971	-0.0345971	-0.0345971	-0.0345971	-0.0345971	-0.0345971	-0.0345971	-0.0345971	-0.0345971	-0.0345971	
-0.0326132	-0.0326132	-0.0326132	-0.0326132	-0.0326132	-0.0326132	-0.0326132	-0.0326132	-0.0326132	-0.0326132	
-0.030937	-0.030937	-0.030937	-0.030937	-0.030937	-0.030937	-0.030937	-0.030937	-0.030937	-0.030937	
-0.0296489	-0.0296489	-0.0296489	-0.0296489	-0.0296489	-0.0296489	-0.0296489	-0.0296489	-0.0296489	-0.0296489	
-0.0287991	-0.0287991	-0.0287991	-0.0287991	-0.0287991	-0.0287991	-0.0287991	-0.0287991	-0.0287991	-0.0287991	
-0.0284178	-0.0284178	-0.0284178	-0.0284178	-0.0284178	-0.0284178	-0.0284178	-0.0284178	-0.0284178	-0.0284178	
-0.0285262	-0.0285262	-0.0285262	-0.0285262	-0.0285262	-0.0285262	-0.0285262	-0.0285262	-0.0285262	-0.0285262	
-0.0291499	-0.0291499	-0.0291499	-0.0291499	-0.0291499	-0.0291499	-0.0291499	-0.0291499	-0.0291499	-0.0291499	
-0.0303279	-0.0303279	-0.0303279	-0.0303279	-0.0303279	-0.0303279	-0.0303279	-0.0303279	-0.0303279	-0.0303279	
-0.0321189	-0.0321189	-0.0321189	-0.0321189	-0.0321189	-0.0321189	-0.0321189	-0.0321189	-0.0321189	-0.0321189	
-0.0346005	-0.0346005	-0.0346005	-0.0346005	-0.0346005	-0.0346005	-0.0346005	-0.0346005	-0.0346005	-0.0346005	
-0.0378627	-0.0378627	-0.0378627	-0.0378627	-0.0378627	-0.0378627	-0.0378627	-0.0378627	-0.0378627	-0.0378627	
-0.0419954	-0.0419954	-0.0419954	-0.0419954	-0.0419954	-0.0419954	-0.0419954	-0.0419954	-0.0419954	-0.0419954	
