# mu=0.3
# lamb=0
# N=8
# m=0
# dim=70
# T=10
# dt=0.01
# n=1

#<S_z*S_z+n>
-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	
-0.249975	-0.249975	-0.249975	-0.249975	-0.249975	-0.249975	-0.249975	-0.249975	
-0.2499	-0.2499	-0.2499	-0.2499	-0.2499	-0.2499	-0.2499	-0.2499	
-0.249775	-0.249775	-0.249775	-0.249775	-0.249775	-0.249775	-0.249775	-0.249775	
-0.2496	-0.2496	-0.2496	-0.2496	-0.2496	-0.2496	-0.2496	-0.2496	
-0.249376	-0.249376	-0.249376	-0.249376	-0.249376	-0.249376	-0.249376	-0.249376	
-0.249102	-0.249102	-0.249102	-0.249102	-0.249102	-0.249102	-0.249102	-0.249102	
-0.248778	-0.248778	-0.248778	-0.248778	-0.248778	-0.248778	-0.248778	-0.248778	
-0.248405	-0.248405	-0.248405	-0.248405	-0.248405	-0.248405	-0.248405	-0.248405	
-0.247983	-0.247983	-0.247983	-0.247983	-0.247983	-0.247983	-0.247983	-0.247983	
-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	
-0.246994	-0.246994	-0.246994	-0.246994	-0.246994	-0.246994	-0.246994	-0.246994	
-0.246426	-0.246426	-0.246426	-0.246426	-0.246426	-0.246426	-0.246426	-0.246426	
-0.245811	-0.245811	-0.245811	-0.245811	-0.245811	-0.245811	-0.245811	-0.245811	
-0.245148	-0.245148	-0.245148	-0.245148	-0.245148	-0.245148	-0.245148	-0.245148	
-0.244439	-0.244439	-0.244439	-0.244439	-0.244439	-0.244439	-0.244439	-0.244439	
-0.243683	-0.243683	-0.243683	-0.243683	-0.243683	-0.243683	-0.243683	-0.243683	
-0.24288	-0.24288	-0.24288	-0.24288	-0.24288	-0.24288	-0.24288	-0.24288	
-0.242032	-0.242032	-0.242032	-0.242032	-0.242032	-0.242032	-0.242032	-0.242032	
-0.241139	-0.241139	-0.241139	-0.241139	-0.241139	-0.241139	-0.241139	-0.241139	
-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	
-0.239219	-0.239219	-0.239219	-0.239219	-0.239219	-0.239219	-0.239219	-0.239219	
-0.238193	-0.238193	-0.238193	-0.238193	-0.238193	-0.238193	-0.238193	-0.238193	
-0.237125	-0.237125	-0.237125	-0.237125	-0.237125	-0.237125	-0.237125	-0.237125	
-0.236014	-0.236014	-0.236014	-0.236014	-0.236014	-0.236014	-0.236014	-0.236014	
-0.234862	-0.234862	-0.234862	-0.234862	-0.234862	-0.234862	-0.234862	-0.234862	
-0.233669	-0.233669	-0.233669	-0.233669	-0.233669	-0.233669	-0.233669	-0.233669	
-0.232436	-0.232436	-0.232436	-0.232436	-0.232436	-0.232436	-0.232436	-0.232436	
-0.231163	-0.231163	-0.231163	-0.231163	-0.231163	-0.231163	-0.231163	-0.231163	
-0.229851	-0.229851	-0.229851	-0.229851	-0.229851	-0.229851	-0.229851	-0.229851	
-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	
-0.227116	-0.227116	-0.227116	-0.227116	-0.227116	-0.227116	-0.227116	-0.227116	
-0.225693	-0.225693	-0.225693	-0.225693	-0.225693	-0.225693	-0.225693	-0.225693	
-0.224234	-0.224234	-0.224234	-0.224234	-0.224234	-0.224234	-0.224234	-0.224234	
-0.222741	-0.222741	-0.222741	-0.222741	-0.222741	-0.222741	-0.222741	-0.222741	
-0.221215	-0.221215	-0.221215	-0.221215	-0.221215	-0.221215	-0.221215	-0.221215	
-0.219655	-0.219655	-0.219655	-0.219655	-0.219655	-0.219655	-0.219655	-0.219655	
-0.218063	-0.218063	-0.218063	-0.218063	-0.218063	-0.218063	-0.218063	-0.218063	
-0.216441	-0.216441	-0.216441	-0.216441	-0.216441	-0.216441	-0.216441	-0.216441	
-0.214788	-0.214788	-0.214788	-0.214788	-0.214788	-0.214788	-0.214788	-0.214788	
-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	
-0.211396	-0.211396	-0.211396	-0.211396	-0.211396	-0.211396	-0.211396	-0.211396	
-0.209658	-0.209658	-0.209658	-0.209658	-0.209658	-0.209658	-0.209658	-0.209658	
-0.207894	-0.207894	-0.207894	-0.207894	-0.207894	-0.207894	-0.207894	-0.207894	
-0.206105	-0.206105	-0.206105	-0.206105	-0.206105	-0.206105	-0.206105	-0.206105	
