# mu=0.3
# lamb=0
# N=8
# m=0
# dim=70
# T=10
# dt=0.01

#<S_z>
0.5	-0.5	0.5	-0.5	0.5	-0.5	0.5	-0.5	
0.49995	-0.49995	0.49995	-0.49995	0.49995	-0.49995	0.49995	-0.49995	
0.4998	-0.4998	0.4998	-0.4998	0.4998	-0.4998	0.4998	-0.4998	
0.49955	-0.49955	0.49955	-0.49955	0.49955	-0.49955	0.49955	-0.49955	
0.4992	-0.4992	0.4992	-0.4992	0.4992	-0.4992	0.4992	-0.4992	
0.498751	-0.498751	0.498751	-0.498751	0.498751	-0.498751	0.498751	-0.498751	
0.498202	-0.498202	0.498202	-0.498202	0.498202	-0.498202	0.498202	-0.498202	
0.497553	-0.497553	0.497553	-0.497553	0.497553	-0.497553	0.497553	-0.497553	
0.496805	-0.496805	0.496805	-0.496805	0.496805	-0.496805	0.496805	-0.496805	
0.495958	-0.495958	0.495958	-0.495958	0.495958	-0.495958	0.495958	-0.495958	
0.495013	-0.495013	0.495013	-0.495013	0.495013	-0.495013	0.495013	-0.495013	
0.493969	-0.493969	0.493969	-0.493969	0.493969	-0.493969	0.493969	-0.493969	
0.492827	-0.492827	0.492827	-0.492827	0.492827	-0.492827	0.492827	-0.492827	
0.491587	-0.491587	0.491587	-0.491587	0.491587	-0.491587	0.491587	-0.491587	
0.490249	-0.490249	0.490249	-0.490249	0.490249	-0.490249	0.490249	-0.490249	
0.488815	-0.488815	0.488815	-0.488815	0.488815	-0.488815	0.488815	-0.488815	
0.487284	-0.487284	0.487284	-0.487284	0.487284	-0.487284	0.487284	-0.487284	
0.485657	-0.485657	0.485657	-0.485657	0.485657	-0.485657	0.485657	-0.485657	
0.483935	-0.483935	0.483935	-0.483935	0.483935	-0.483935	0.483935	-0.483935	
0.482117	-0.482117	0.482117	-0.482117	0.482117	-0.482117	0.482117	-0.482117	
0.480205	-0.480205	0.480205	-0.480205	0.480205	-0.480205	0.480205	-0.480205	
0.478199	-0.478199	0.478199	-0.478199	0.478199	-0.478199	0.478199	-0.478199	
