# mu=0.3
# lamb=0
# N=10
# m=0
# dim=252
# T=10
# dt=0.1

#<S_z>
0.5	-0.5	0.5	-0.5	0.5	-0.5	0.5	-0.5	0.5	-0.5	
0.495013	-0.495013	0.495013	-0.495013	0.495013	-0.495013	0.495013	-0.495013	0.495013	-0.495013	
0.480205	-0.480205	0.480205	-0.480205	0.480205	-0.480205	0.480205	-0.480205	0.480205	-0.480205	
0.456032	-0.456032	0.456032	-0.456032	0.456032	-0.456032	0.456032	-0.456032	0.456032	-0.456032	
0.423234	-0.423234	0.423234	-0.423234	0.423234	-0.423234	0.423234	-0.423234	0.423234	-0.423234	
0.382812	-0.382812	0.382812	-0.382812	0.382812	-0.382812	0.382812	-0.382812	0.382812	-0.382812	
0.335991	-0.335991	0.335991	-0.335991	0.335991	-0.335991	0.335991	-0.335991	0.335991	-0.335991	
0.284177	-0.284177	0.284177	-0.284177	0.284177	-0.284177	0.284177	-0.284177	0.284177	-0.284177	
0.228908	-0.228908	0.228908	-0.228908	0.228908	-0.228908	0.228908	-0.228908	0.228908	-0.228908	
0.171805	-0.171805	0.171805	-0.171805	0.171805	-0.171805	0.171805	-0.171805	0.171805	-0.171805	
0.114509	-0.114509	0.114509	-0.114509	0.114509	-0.114509	0.114509	-0.114509	0.114509	-0.114509	
0.0586356	-0.0586356	0.0586356	-0.0586356	0.0586356	-0.0586356	0.0586356	-0.0586356	0.0586356	-0.0586356	
0.0057145	-0.0057145	0.0057145	-0.0057145	0.0057145	-0.0057145	0.0057145	-0.0057145	0.0057145	-0.0057145	
-0.0428566	0.0428566	-0.0428566	0.0428566	-0.0428566	0.0428566	-0.0428566	0.0428566	-0.0428566	0.0428566	
-0.0858566	0.0858566	-0.0858566	0.0858566	-0.0858566	0.0858566	-0.0858566	0.0858566	-0.0858566	0.0858566	
-0.122278	0.122278	-0.122278	0.122278	-0.122278	0.122278	-0.122278	0.122278	-0.122278	0.122278	
-0.151354	0.151354	-0.151354	0.151354	-0.151354	0.151354	-0.151354	0.151354	-0.151354	0.151354	
-0.172582	0.172582	-0.172582	0.172582	-0.172582	0.172582	-0.172582	0.172582	-0.172582	0.172582	
-0.185731	0.185731	-0.185731	0.185731	-0.185731	0.185731	-0.185731	0.185731	-0.185731	0.185731	
-0.190842	0.190842	-0.190842	0.190842	-0.190842	0.190842	-0.190842	0.190842	-0.190842	0.190842	
-0.188222	0.188222	-0.188222	0.188222	-0.188222	0.188222	-0.188222	0.188222	-0.188222	0.188222	
-0.178425	0.178425	-0.178425	0.178425	-0.178425	0.178425	-0.178425	0.178425	-0.178425	0.178425	
-0.162225	0.162225	-0.162225	0.162225	-0.162225	0.162225	-0.162225	0.162225	-0.162225	0.162225	
-0.140587	0.140587	-0.140587	0.140587	-0.140587	0.140587	-0.140587	0.140587	-0.140587	0.140587	
-0.114627	0.114627	-0.114627	0.114627	-0.114627	0.114627	-0.114627	0.114627	-0.114627	0.114627	
-0.0855697	0.0855697	-0.0855697	0.0855697	-0.0855697	0.0855697	-0.0855697	0.0855697	-0.0855697	0.0855697	
-0.0547057	0.0547057	-0.0547057	0.0547057	-0.0547057	0.0547057	-0.0547057	0.0547057	-0.0547057	0.0547057	
-0.023344	0.023344	-0.023344	0.023344	-0.023344	0.023344	-0.023344	0.023344	-0.023344	0.023344	
0.00723179	-0.00723179	0.00723179	-0.00723179	0.00723179	-0.00723179	0.00723179	-0.00723179	0.00723179	-0.00723179	
0.0358056	-0.0358056	0.0358056	-0.0358056	0.0358056	-0.0358056	0.0358056	-0.0358056	0.0358056	-0.0358056	
0.0612684	-0.0612684	0.0612684	-0.0612684	0.0612684	-0.0612684	0.0612684	-0.0612684	0.0612684	-0.0612684	
0.0826517	-0.0826517	0.0826517	-0.0826517	0.0826517	-0.0826517	0.0826517	-0.0826517	0.0826517	-0.0826517	
0.099156	-0.099156	0.099156	-0.099156	0.099156	-0.099156	0.099156	-0.099156	0.099156	-0.099156	
0.110172	-0.110172	0.110172	-0.110172	0.110172	-0.110172	0.110172	-0.110172	0.110172	-0.110172	
0.115296	-0.115296	0.115296	-0.115296	0.115296	-0.115296	0.115296	-0.115296	0.115296	-0.115296	
0.114334	-0.114334	0.114334	-0.114334	0.114334	-0.114334	0.114334	-0.114334	0.114334	-0.114334	
0.107305	-0.107305	0.107305	-0.107305	0.107305	-0.107305	0.107305	-0.107305	0.107305	-0.107305	
0.0944323	-0.0944323	0.0944323	-0.0944323	0.0944323	-0.0944323	0.0944323	-0.0944323	0.0944323	-0.0944323	
0.076129	-0.076129	0.076129	-0.076129	0.076129	-0.076129	0.076129	-0.076129	0.076129	-0.076129	
0.0529792	-0.0529792	0.0529792	-0.0529792	0.0529792	-0.0529792	0.0529792	-0.0529792	0.0529792	-0.0529792	
0.0257136	-0.0257136	0.0257136	-0.0257136	0.0257136	-0.0257136	0.0257136	-0.0257136	0.0257136	-0.0257136	
-0.00481915	0.00481915	-0.00481915	0.00481915	-0.00481915	0.00481915	-0.00481915	0.00481915	-0.00481915	0.00481915	
-0.0376827	0.0376827	-0.0376827	0.0376827	-0.0376827	0.0376827	-0.0376827	0.0376827	-0.0376827	0.0376827	
-0.0718864	0.0718864	-0.0718864	0.0718864	-0.0718864	0.0718864	-0.0718864	0.0718864	-0.0718864	0.0718864	
-0.106418	0.106418	-0.106418	0.106418	-0.106418	0.106418	-0.106418	0.106418	-0.106418	0.106418	
-0.140276	0.140276	-0.140276	0.140276	-0.140276	0.140276	-0.140276	0.140276	-0.140276	0.140276	
-0.1725	0.1725	-0.1725	0.1725	-0.1725	0.1725	-0.1725	0.1725	-0.1725	0.1725	
-0.202202	0.202202	-0.202202	0.202202	-0.202202	0.202202	-0.202202	0.202202	-0.202202	0.202202	
-0.228586	0.228586	-0.228586	0.228586	-0.228586	0.228586	-0.228586	0.228586	-0.228586	0.228586	
-0.250974	0.250974	-0.250974	0.250974	-0.250974	0.250974	-0.250974	0.250974	-0.250974	0.250974	
-0.268819	0.268819	-0.268819	0.268819	-0.268819	0.268819	-0.268819	0.268819	-0.268819	0.268819	
-0.281718	0.281718	-0.281718	0.281718	-0.281718	0.281718	-0.281718	0.281718	-0.281718	0.281718	
-0.289418	0.289418	-0.289418	0.289418	-0.289418	0.289418	-0.289418	0.289418	-0.289418	0.289418	
-0.291819	0.291819	-0.291819	0.291819	-0.291819	0.291819	-0.291819	0.291819	-0.291819	0.291819	
-0.288969	0.288969	-0.288969	0.288969	-0.288969	0.288969	-0.288969	0.288969	-0.288969	0.288969	
-0.281056	0.281056	-0.281056	0.281056	-0.281056	0.281056	-0.281056	0.281056	-0.281056	0.281056	
-0.268399	0.268399	-0.268399	0.268399	-0.268399	0.268399	-0.268399	0.268399	-0.268399	0.268399	
-0.251432	0.251432	-0.251432	0.251432	-0.251432	0.251432	-0.251432	0.251432	-0.251432	0.251432	
-0.230687	0.230687	-0.230687	0.230687	-0.230687	0.230687	-0.230687	0.230687	-0.230687	0.230687	
-0.206772	0.206772	-0.206772	0.206772	-0.206772	0.206772	-0.206772	0.206772	-0.206772	0.206772	
-0.180353	0.180353	-0.180353	0.180353	-0.180353	0.180353	-0.180353	0.180353	-0.180353	0.180353	
-0.152134	0.152134	-0.152134	0.152134	-0.152134	0.152134	-0.152134	0.152134	-0.152134	0.152134	
-0.122832	0.122832	-0.122832	0.122832	-0.122832	0.122832	-0.122832	0.122832	-0.122832	0.122832	
-0.0931601	0.0931601	-0.0931601	0.0931601	-0.0931601	0.0931601	-0.0931601	0.0931601	-0.0931601	0.0931601	
-0.0638074	0.0638074	-0.0638074	0.0638074	-0.0638074	0.0638074	-0.0638074	0.0638074	-0.0638074	0.0638074	
-0.0354225	0.0354225	-0.0354225	0.0354225	-0.0354225	0.0354225	-0.0354225	0.0354225	-0.0354225	0.0354225	
-0.00859889	0.00859889	-0.00859889	0.00859889	-0.00859889	0.00859889	-0.00859889	0.00859889	-0.00859889	0.00859889	
0.0161382	-0.0161382	0.0161382	-0.0161382	0.0161382	-0.0161382	0.0161382	-0.0161382	0.0161382	-0.0161382	
0.038341	-0.038341	0.038341	-0.038341	0.038341	-0.038341	0.038341	-0.038341	0.038341	-0.038341	
0.0576469	-0.0576469	0.0576469	-0.0576469	0.0576469	-0.0576469	0.0576469	-0.0576469	0.0576469	-0.0576469	
0.0737826	-0.0737826	0.0737826	-0.0737826	0.0737826	-0.0737826	0.0737826	-0.0737826	0.0737826	-0.0737826	
0.0865671	-0.0865671	0.0865671	-0.0865671	0.0865671	-0.0865671	0.0865671	-0.0865671	0.0865671	-0.0865671	
0.0959108	-0.0959108	0.0959108	-0.0959108	0.0959108	-0.0959108	0.0959108	-0.0959108	0.0959108	-0.0959108	
0.101814	-0.101814	0.101814	-0.101814	0.101814	-0.101814	0.101814	-0.101814	0.101814	-0.101814	
0.104361	-0.104361	0.104361	-0.104361	0.104361	-0.104361	0.104361	-0.104361	0.104361	-0.104361	
0.103718	-0.103718	0.103718	-0.103718	0.103718	-0.103718	0.103718	-0.103718	0.103718	-0.103718	
0.10012	-0.10012	0.10012	-0.10012	0.10012	-0.10012	0.10012	-0.10012	0.10012	-0.10012	
0.0938664	-0.0938664	0.0938664	-0.0938664	0.0938664	-0.0938664	0.0938664	-0.0938664	0.0938664	-0.0938664	
0.0853105	-0.0853105	0.0853105	-0.0853105	0.0853105	-0.0853105	0.0853105	-0.0853105	0.0853105	-0.0853105	
0.074848	-0.074848	0.074848	-0.074848	0.074848	-0.074848	0.074848	-0.074848	0.074848	-0.074848	
0.0629063	-0.0629063	0.0629063	-0.0629063	0.0629063	-0.0629063	0.0629063	-0.0629063	0.0629063	-0.0629063	
