# mu=0.3
# lamb=0
# N=12
# m=0
# dim=924
# T=10
# dt=0.1
# n=1

#<S_z*S_z+n>
-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	
-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	-0.247513	
-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	-0.240201	
-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	-0.228502	
-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	-0.213106	
-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	-0.194896	
-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	-0.174878	
-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	-0.154105	
-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	-0.133591	
-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	-0.114242	
-0.0967969	-0.0967969	-0.0967969	-0.0967969	-0.0967969	-0.0967969	-0.0967969	-0.0967969	-0.0967969	-0.0967969	-0.0967969	-0.0967969	
-0.0817845	-0.0817845	-0.0817845	-0.0817845	-0.0817845	-0.0817845	-0.0817845	-0.0817845	-0.0817845	-0.0817845	-0.0817845	-0.0817845	
-0.0695039	-0.0695039	-0.0695039	-0.0695039	-0.0695039	-0.0695039	-0.0695039	-0.0695039	-0.0695039	-0.0695039	-0.0695039	-0.0695039	
-0.0600254	-0.0600254	-0.0600254	-0.0600254	-0.0600254	-0.0600254	-0.0600254	-0.0600254	-0.0600254	-0.0600254	-0.0600254	-0.0600254	
-0.0532113	-0.0532113	-0.0532113	-0.0532113	-0.0532113	-0.0532113	-0.0532113	-0.0532113	-0.0532113	-0.0532113	-0.0532113	-0.0532113	
-0.0487535	-0.0487535	-0.0487535	-0.0487535	-0.0487535	-0.0487535	-0.0487535	-0.0487535	-0.0487535	-0.0487535	-0.0487535	-0.0487535	
-0.0462223	-0.0462223	-0.0462223	-0.0462223	-0.0462223	-0.0462223	-0.0462223	-0.0462223	-0.0462223	-0.0462223	-0.0462223	-0.0462223	
-0.0451211	-0.0451211	-0.0451211	-0.0451211	-0.0451211	-0.0451211	-0.0451211	-0.0451211	-0.0451211	-0.0451211	-0.0451211	-0.0451211	
-0.0449413	-0.0449413	-0.0449413	-0.0449413	-0.0449413	-0.0449413	-0.0449413	-0.0449413	-0.0449413	-0.0449413	-0.0449413	-0.0449413	
-0.0452107	-0.0452107	-0.0452107	-0.0452107	-0.0452107	-0.0452107	-0.0452107	-0.0452107	-0.0452107	-0.0452107	-0.0452107	-0.0452107	
-0.0455332	-0.0455332	-0.0455332	-0.0455332	-0.0455332	-0.0455332	-0.0455332	-0.0455332	-0.0455332	-0.0455332	-0.0455332	-0.0455332	
-0.045615	-0.045615	-0.045615	-0.045615	-0.045615	-0.045615	-0.045615	-0.045615	-0.045615	-0.045615	-0.045615	-0.045615	
-0.0452764	-0.0452764	-0.0452764	-0.0452764	-0.0452764	-0.0452764	-0.0452764	-0.0452764	-0.0452764	-0.0452764	-0.0452764	-0.0452764	
-0.0444502	-0.0444502	-0.0444502	-0.0444502	-0.0444502	-0.0444502	-0.0444502	-0.0444502	-0.0444502	-0.0444502	-0.0444502	-0.0444502	
-0.0431677	-0.0431677	-0.0431677	-0.0431677	-0.0431677	-0.0431677	-0.0431677	-0.0431677	-0.0431677	-0.0431677	-0.0431677	-0.0431677	
-0.041536	-0.041536	-0.041536	-0.041536	-0.041536	-0.041536	-0.041536	-0.041536	-0.041536	-0.041536	-0.041536	-0.041536	
-0.0397099	-0.0397099	-0.0397099	-0.0397099	-0.0397099	-0.0397099	-0.0397099	-0.0397099	-0.0397099	-0.0397099	-0.0397099	-0.0397099	
-0.0378621	-0.0378621	-0.0378621	-0.0378621	-0.0378621	-0.0378621	-0.0378621	-0.0378621	-0.0378621	-0.0378621	-0.0378621	-0.0378621	
-0.036156	-0.036156	-0.036156	-0.036156	-0.036156	-0.036156	-0.036156	-0.036156	-0.036156	-0.036156	-0.036156	-0.036156	
-0.0347239	-0.0347239	-0.0347239	-0.0347239	-0.0347239	-0.0347239	-0.0347239	-0.0347239	-0.0347239	-0.0347239	-0.0347239	-0.0347239	
-0.0336521	-0.0336521	-0.0336521	-0.0336521	-0.0336521	-0.0336521	-0.0336521	-0.0336521	-0.0336521	-0.0336521	-0.0336521	-0.0336521	
-0.0329753	-0.0329753	-0.0329753	-0.0329753	-0.0329753	-0.0329753	-0.0329753	-0.0329753	-0.0329753	-0.0329753	-0.0329753	-0.0329753	
-0.0326783	-0.0326783	-0.0326783	-0.0326783	-0.0326783	-0.0326783	-0.0326783	-0.0326783	-0.0326783	-0.0326783	-0.0326783	-0.0326783	
-0.032705	-0.032705	-0.032705	-0.032705	-0.032705	-0.032705	-0.032705	-0.032705	-0.032705	-0.032705	-0.032705	-0.032705	
-0.0329728	-0.0329728	-0.0329728	-0.0329728	-0.0329728	-0.0329728	-0.0329728	-0.0329728	-0.0329728	-0.0329728	-0.0329728	-0.0329728	
-0.0333894	-0.0333894	-0.0333894	-0.0333894	-0.0333894	-0.0333894	-0.0333894	-0.0333894	-0.0333894	-0.0333894	-0.0333894	-0.0333894	
-0.0338692	-0.0338692	-0.0338692	-0.0338692	-0.0338692	-0.0338692	-0.0338692	-0.0338692	-0.0338692	-0.0338692	-0.0338692	-0.0338692	
-0.0343479	-0.0343479	-0.0343479	-0.0343479	-0.0343479	-0.0343479	-0.0343479	-0.0343479	-0.0343479	-0.0343479	-0.0343479	-0.0343479	
-0.0347926	-0.0347926	-0.0347926	-0.0347926	-0.0347926	-0.0347926	-0.0347926	-0.0347926	-0.0347926	-0.0347926	-0.0347926	-0.0347926	
-0.0352064	-0.0352064	-0.0352064	-0.0352064	-0.0352064	-0.0352064	-0.0352064	-0.0352064	-0.0352064	-0.0352064	-0.0352064	-0.0352064	
-0.0356275	-0.0356275	-0.0356275	-0.0356275	-0.0356275	-0.0356275	-0.0356275	-0.0356275	-0.0356275	-0.0356275	-0.0356275	-0.0356275	
-0.0361225	-0.0361225	-0.0361225	-0.0361225	-0.0361225	-0.0361225	-0.0361225	-0.0361225	-0.0361225	-0.0361225	-0.0361225	-0.0361225	
-0.0367756	-0.0367756	-0.0367756	-0.0367756	-0.0367756	-0.0367756	-0.0367756	-0.0367756	-0.0367756	-0.0367756	-0.0367756	-0.0367756	
-0.0376752	-0.0376752	-0.0376752	-0.0376752	-0.0376752	-0.0376752	-0.0376752	-0.0376752	-0.0376752	-0.0376752	-0.0376752	-0.0376752	
-0.0388997	-0.0388997	-0.0388997	-0.0388997	-0.0388997	-0.0388997	-0.0388997	-0.0388997	-0.0388997	-0.0388997	-0.0388997	-0.0388997	
-0.0405045	-0.0405045	-0.0405045	-0.0405045	-0.0405045	-0.0405045	-0.0405045	-0.0405045	-0.0405045	-0.0405045	-0.0405045	-0.0405045	
-0.0425121	-0.0425121	-0.0425121	-0.0425121	-0.0425121	-0.0425121	-0.0425121	-0.0425121	-0.0425121	-0.0425121	-0.0425121	-0.0425121	
-0.0449065	-0.0449065	-0.0449065	-0.0449065	-0.0449065	-0.0449065	-0.0449065	-0.0449065	-0.0449065	-0.0449065	-0.0449065	-0.0449065	
-0.0476321	-0.0476321	-0.0476321	-0.0476321	-0.0476321	-0.0476321	-0.0476321	-0.0476321	-0.0476321	-0.0476321	-0.0476321	-0.0476321	
-0.0505985	-0.0505985	-0.0505985	-0.0505985	-0.0505985	-0.0505985	-0.0505985	-0.0505985	-0.0505985	-0.0505985	-0.0505985	-0.0505985	
-0.0536891	-0.0536891	-0.0536891	-0.0536891	-0.0536891	-0.0536891	-0.0536891	-0.0536891	-0.0536891	-0.0536891	-0.0536891	-0.0536891	
-0.056773	-0.056773	-0.056773	-0.056773	-0.056773	-0.056773	-0.056773	-0.056773	-0.056773	-0.056773	-0.056773	-0.056773	
-0.0597193	-0.0597193	-0.0597193	-0.0597193	-0.0597193	-0.0597193	-0.0597193	-0.0597193	-0.0597193	-0.0597193	-0.0597193	-0.0597193	
-0.0624106	-0.0624106	-0.0624106	-0.0624106	-0.0624106	-0.0624106	-0.0624106	-0.0624106	-0.0624106	-0.0624106	-0.0624106	-0.0624106	
-0.0647555	-0.0647555	-0.0647555	-0.0647555	-0.0647555	-0.0647555	-0.0647555	-0.0647555	-0.0647555	-0.0647555	-0.0647555	-0.0647555	
-0.0666975	-0.0666975	-0.0666975	-0.0666975	-0.0666975	-0.0666975	-0.0666975	-0.0666975	-0.0666975	-0.0666975	-0.0666975	-0.0666975	
-0.0682197	-0.0682197	-0.0682197	-0.0682197	-0.0682197	-0.0682197	-0.0682197	-0.0682197	-0.0682197	-0.0682197	-0.0682197	-0.0682197	
-0.0693446	-0.0693446	-0.0693446	-0.0693446	-0.0693446	-0.0693446	-0.0693446	-0.0693446	-0.0693446	-0.0693446	-0.0693446	-0.0693446	
-0.0701292	-0.0701292	-0.0701292	-0.0701292	-0.0701292	-0.0701292	-0.0701292	-0.0701292	-0.0701292	-0.0701292	-0.0701292	-0.0701292	
-0.0706558	-0.0706558	-0.0706558	-0.0706558	-0.0706558	-0.0706558	-0.0706558	-0.0706558	-0.0706558	-0.0706558	-0.0706558	-0.0706558	
-0.0710199	-0.0710199	-0.0710199	-0.0710199	-0.0710199	-0.0710199	-0.0710199	-0.0710199	-0.0710199	-0.0710199	-0.0710199	-0.0710199	
-0.0713167	-0.0713167	-0.0713167	-0.0713167	-0.0713167	-0.0713167	-0.0713167	-0.0713167	-0.0713167	-0.0713167	-0.0713167	-0.0713167	
-0.0716273	-0.0716273	-0.0716273	-0.0716273	-0.0716273	-0.0716273	-0.0716273	-0.0716273	-0.0716273	-0.0716273	-0.0716273	-0.0716273	
-0.0720077	-0.0720077	-0.0720077	-0.0720077	-0.0720077	-0.0720077	-0.0720077	-0.0720077	-0.0720077	-0.0720077	-0.0720077	-0.0720077	
-0.0724806	-0.0724806	-0.0724806	-0.0724806	-0.0724806	-0.0724806	-0.0724806	-0.0724806	-0.0724806	-0.0724806	-0.0724806	-0.0724806	
-0.0730317	-0.0730317	-0.0730317	-0.0730317	-0.0730317	-0.0730317	-0.0730317	-0.0730317	-0.0730317	-0.0730317	-0.0730317	-0.0730317	
-0.0736113	-0.0736113	-0.0736113	-0.0736113	-0.0736113	-0.0736113	-0.0736113	-0.0736113	-0.0736113	-0.0736113	-0.0736113	-0.0736113	
-0.0741402	-0.0741402	-0.0741402	-0.0741402	-0.0741402	-0.0741402	-0.0741402	-0.0741402	-0.0741402	-0.0741402	-0.0741402	-0.0741402	
-0.0745203	-0.0745203	-0.0745203	-0.0745203	-0.0745203	-0.0745203	-0.0745203	-0.0745203	-0.0745203	-0.0745203	-0.0745203	-0.0745203	
-0.0746484	-0.0746484	-0.0746484	-0.0746484	-0.0746484	-0.0746484	-0.0746484	-0.0746484	-0.0746484	-0.0746484	-0.0746484	-0.0746484	
-0.0744303	-0.0744303	-0.0744303	-0.0744303	-0.0744303	-0.0744303	-0.0744303	-0.0744303	-0.0744303	-0.0744303	-0.0744303	-0.0744303	
-0.0737957	-0.0737957	-0.0737957	-0.0737957	-0.0737957	-0.0737957	-0.0737957	-0.0737957	-0.0737957	-0.0737957	-0.0737957	-0.0737957	
-0.0727099	-0.0727099	-0.0727099	-0.0727099	-0.0727099	-0.0727099	-0.0727099	-0.0727099	-0.0727099	-0.0727099	-0.0727099	-0.0727099	
